"Back to Contents","Data 1: Weekly U.S. Field Production of Crude Oil  (Thousand Barrels per Day)"
"Sourcekey","WCRFPUS2"
"Date","Weekly U.S. Field Production of Crude Oil  (Thousand Barrels per Day)"
"38324.0","5396.0"
"38331.0","5439.0"
"38338.0","5461.0"
"38345.0","5421.0"
"38352.0","5430.0"
"38359.0","5430.0"
"38366.0","5417.0"
"38373.0","5456.0"
"38380.0","5437.0"
"38387.0","5421.0"
"38394.0","5427.0"
"38401.0","5436.0"
"38408.0","5492.0"
"38415.0","5489.0"
"38422.0","5504.0"
"38429.0","5480.0"
"38436.0","5496.0"
"38443.0","5504.0"
"38450.0","5428.0"
"38457.0","5441.0"
"38464.0","5415.0"
"38471.0","5423.0"
"38478.0","5510.0"
"38485.0","5521.0"
"38492.0","5539.0"
"38499.0","5537.0"
"38506.0","5515.0"
"38513.0","5542.0"
"38520.0","5541.0"
"38527.0","5359.0"
"38534.0","5498.0"
"38541.0","5463.0"
"38548.0","4758.0"
"38555.0","5448.0"
"38562.0","5149.0"
"38569.0","5417.0"
"38576.0","5359.0"
"38583.0","5395.0"
"38590.0","5427.0"
"38597.0","4360.0"
"38604.0","4268.0"
"38611.0","4500.0"
"38618.0","4348.0"
"38625.0","3813.0"
"38632.0","3901.0"
"38639.0","4147.0"
"38646.0","4108.0"
"38653.0","4068.0"
"38660.0","4306.0"
"38667.0","4583.0"
"38674.0","4579.0"
"38681.0","4765.0"
"38688.0","5021.0"
"38695.0","4933.0"
"38702.0","4890.0"
"38709.0","4891.0"
"38716.0","4864.0"
"38723.0","5023.0"
"38730.0","5110.0"
"38737.0","5119.0"
"38744.0","4862.0"
"38751.0","4903.0"
"38758.0","5003.0"
"38765.0","4997.0"
"38772.0","4985.0"
"38779.0","5054.0"
"38786.0","5154.0"
"38793.0","5027.0"
"38800.0","5016.0"
"38807.0","5024.0"
"38814.0","5053.0"
"38821.0","5125.0"
"38828.0","5127.0"
"38835.0","5122.0"
"38842.0","5128.0"
"38849.0","5069.0"
"38856.0","5093.0"
"38863.0","5088.0"
"38870.0","5097.0"
"38877.0","5211.0"
"38884.0","5198.0"
"38891.0","5162.0"
"38898.0","5129.0"
"38905.0","5275.0"
"38912.0","5265.0"
"38919.0","5141.0"
"38926.0","4940.0"
"38933.0","5144.0"
"38940.0","5150.0"
"38947.0","5087.0"
"38954.0","5099.0"
"38961.0","5101.0"
"38968.0","5076.0"
"38975.0","5109.0"
"38982.0","5106.0"
"38989.0","5151.0"
"38996.0","5253.0"
"39003.0","5132.0"
"39010.0","5221.0"
"39017.0","5307.0"
"39024.0","5329.0"
"39031.0","5326.0"
"39038.0","5269.0"
"39045.0","5030.0"
"39052.0","5368.0"
"39059.0","5357.0"
"39066.0","5348.0"
"39073.0","5361.0"
"39080.0","5369.0"
"39087.0","5370.0"
"39094.0","5317.0"
"39101.0","5241.0"
"39108.0","5224.0"
"39115.0","5283.0"
"39122.0","5316.0"
"39129.0","5323.0"
"39136.0","5285.0"
"39143.0","5267.0"
"39150.0","5218.0"
"39157.0","5235.0"
"39164.0","5218.0"
"39171.0","5243.0"
"39178.0","5179.0"
"39185.0","5125.0"
"39192.0","5128.0"
"39199.0","5089.0"
"39206.0","5131.0"
"39213.0","5201.0"
"39220.0","5207.0"
"39227.0","5148.0"
"39234.0","5180.0"
"39241.0","5170.0"
"39248.0","5093.0"
"39255.0","5108.0"
"39262.0","5122.0"
"39269.0","5198.0"
"39276.0","5201.0"
"39283.0","5184.0"
"39290.0","5206.0"
"39297.0","5142.0"
"39304.0","5192.0"
"39311.0","5119.0"
"39318.0","5161.0"
"39325.0","5021.0"
"39332.0","5129.0"
"39339.0","5039.0"
"39346.0","5027.0"
"39353.0","5064.0"
"39360.0","5059.0"
"39367.0","5102.0"
"39374.0","5122.0"
"39381.0","5114.0"
"39388.0","5126.0"
"39395.0","5134.0"
"39402.0","4942.0"
"39409.0","5117.0"
"39416.0","5133.0"
"39423.0","5117.0"
"39430.0","5110.0"
"39437.0","5117.0"
"39444.0","5078.0"
"39451.0","5051.0"
"39458.0","5013.0"
"39465.0","5042.0"
"39472.0","4998.0"
"39479.0","5013.0"
"39486.0","5044.0"
"39493.0","5034.0"
"39500.0","5044.0"
"39507.0","5050.0"
"39514.0","5100.0"
"39521.0","5100.0"
"39528.0","5103.0"
"39535.0","5087.0"
"39542.0","5097.0"
"39549.0","5096.0"
"39556.0","5101.0"
"39563.0","5098.0"
"39570.0","5099.0"
"39577.0","5128.0"
"39584.0","5045.0"
"39591.0","5128.0"
"39598.0","5139.0"
"39605.0","5114.0"
"39612.0","5145.0"
"39619.0","5120.0"
"39626.0","5123.0"
"39633.0","4960.0"
"39640.0","5139.0"
"39647.0","5165.0"
"39654.0","5160.0"
"39661.0","5172.0"
"39668.0","5139.0"
"39675.0","5078.0"
"39682.0","4906.0"
"39689.0","5097.0"
"39696.0","4084.0"
"39703.0","3988.0"
"39710.0","3932.0"
"39717.0","3839.0"
"39724.0","4422.0"
"39731.0","4572.0"
"39738.0","4630.0"
"39745.0","4675.0"
"39752.0","4776.0"
"39759.0","4885.0"
"39766.0","4943.0"
"39773.0","5006.0"
"39780.0","5118.0"
"39787.0","5152.0"
"39794.0","4967.0"
"39801.0","4972.0"
"39808.0","4979.0"
"39815.0","4935.0"
"39822.0","4917.0"
"39829.0","5052.0"
"39836.0","5045.0"
"39843.0","5235.0"
"39850.0","5327.0"
"39857.0","5323.0"
"39864.0","5300.0"
"39871.0","5373.0"
"39878.0","5401.0"
"39885.0","5414.0"
"39892.0","5432.0"
"39899.0","5480.0"
"39906.0","5469.0"
"39913.0","5482.0"
"39920.0","5421.0"
"39927.0","5269.0"
"39934.0","5280.0"
"39941.0","5306.0"
"39948.0","5352.0"
"39955.0","5364.0"
"39962.0","5358.0"
"39969.0","5358.0"
"39976.0","5273.0"
"39983.0","5257.0"
"39990.0","5163.0"
"39997.0","5171.0"
"40004.0","5171.0"
"40011.0","5176.0"
"40018.0","5107.0"
"40025.0","5246.0"
"40032.0","5172.0"
"40039.0","5169.0"
"40046.0","5173.0"
"40053.0","5244.0"
"40060.0","5266.0"
"40067.0","5304.0"
"40074.0","5300.0"
"40081.0","5375.0"
"40088.0","5360.0"
"40095.0","5377.0"
"40102.0","5371.0"
"40109.0","5357.0"
"40116.0","5391.0"
"40123.0","5506.0"
"40130.0","5317.0"
"40137.0","5433.0"
"40144.0","5561.0"
"40151.0","5538.0"
"40158.0","5524.0"
"40165.0","5524.0"
"40172.0","5512.0"
"40179.0","5507.0"
"40186.0","5496.0"
"40193.0","5404.0"
"40200.0","5421.0"
"40207.0","5403.0"
"40214.0","5475.0"
"40221.0","5482.0"
"40228.0","5505.0"
"40235.0","5510.0"
"40242.0","5527.0"
"40249.0","5540.0"
"40256.0","5536.0"
"40263.0","5489.0"
"40270.0","5473.0"
"40277.0","5475.0"
"40284.0","5466.0"
"40291.0","5488.0"
"40298.0","5522.0"
"40305.0","5533.0"
"40312.0","5516.0"
"40319.0","5540.0"
"40326.0","5320.0"
"40333.0","5445.0"
"40340.0","5503.0"
"40347.0","5501.0"
"40354.0","5257.0"
"40361.0","5414.0"
"40368.0","5352.0"
"40375.0","5460.0"
"40382.0","5486.0"
"40389.0","5440.0"
"40396.0","5239.0"
"40403.0","5352.0"
"40410.0","5511.0"
"40417.0","5602.0"
"40424.0","5603.0"
"40431.0","5573.0"
"40438.0","5556.0"
"40445.0","5562.0"
"40452.0","5514.0"
"40459.0","5528.0"
"40466.0","5536.0"
"40473.0","5540.0"
"40480.0","5593.0"
"40487.0","5596.0"
"40494.0","5597.0"
"40501.0","5581.0"
"40508.0","5555.0"
"40515.0","5582.0"
"40522.0","5604.0"
"40529.0","5598.0"
"40536.0","5575.0"
"40543.0","5598.0"
"40550.0","5575.0"
"40557.0","5205.0"
"40564.0","5321.0"
"40571.0","5568.0"
"40578.0","5597.0"
"40585.0","5610.0"
"40592.0","5604.0"
"40599.0","5591.0"
"40606.0","5593.0"
"40613.0","5591.0"
"40620.0","5570.0"
"40627.0","5568.0"
"40634.0","5638.0"
"40641.0","5635.0"
"40648.0","5625.0"
"40655.0","5610.0"
"40662.0","5623.0"
"40669.0","5609.0"
"40676.0","5618.0"
"40683.0","5583.0"
"40690.0","5609.0"
"40697.0","5633.0"
"40704.0","5643.0"
"40711.0","5650.0"
"40718.0","5593.0"
"40725.0","5520.0"
"40732.0","5578.0"
"40739.0","5591.0"
"40746.0","5377.0"
"40753.0","5523.0"
"40760.0","5529.0"
"40767.0","5561.0"
"40774.0","5591.0"
"40781.0","5598.0"
"40788.0","5642.0"
"40795.0","5083.0"
"40802.0","5747.0"
"40809.0","5756.0"
"40816.0","5800.0"
"40823.0","5878.0"
"40830.0","5891.0"
"40837.0","5876.0"
"40844.0","5818.0"
"40851.0","5846.0"
"40858.0","5894.0"
"40865.0","5887.0"
"40872.0","5864.0"
"40879.0","5861.0"
"40886.0","5862.0"
"40893.0","5862.0"
"40900.0","5846.0"
"40907.0","5851.0"
"40914.0","5844.0"
"40921.0","5726.0"
"40928.0","5722.0"
"40935.0","5720.0"
"40942.0","5763.0"
"40949.0","5819.0"
"40956.0","5817.0"
"40963.0","5814.0"
"40970.0","5806.0"
"40977.0","5830.0"
"40984.0","5826.0"
"40991.0","5821.0"
"40998.0","6049.0"
"41005.0","6040.0"
"41012.0","6043.0"
"41019.0","6113.0"
"41026.0","6121.0"
"41033.0","6136.0"
"41040.0","6149.0"
"41047.0","6239.0"
"41054.0","6227.0"
"41061.0","6245.0"
"41068.0","6236.0"
"41075.0","6353.0"
"41082.0","6257.0"
"41089.0","6094.0"
"41096.0","6249.0"
"41103.0","6245.0"
"41110.0","6364.0"
"41117.0","6320.0"
"41124.0","6218.0"
"41131.0","6181.0"
"41138.0","6246.0"
"41145.0","6258.0"
"41152.0","5486.0"
"41159.0","5526.0"
"41166.0","6277.0"
"41173.0","6509.0"
"41180.0","6520.0"
"41187.0","6598.0"
"41194.0","6606.0"
"41201.0","6610.0"
"41208.0","6669.0"
"41215.0","6677.0"
"41222.0","6709.0"
"41229.0","6710.0"
"41236.0","6818.0"
"41243.0","6817.0"
"41250.0","6852.0"
"41257.0","6863.0"
"41264.0","6984.0"
"41271.0","6985.0"
"41278.0","7002.0"
"41285.0","7041.0"
"41292.0","6989.0"
"41299.0","6993.0"
"41306.0","6997.0"
"41313.0","7064.0"
"41320.0","7118.0"
"41327.0","7096.0"
"41334.0","7093.0"
"41341.0","7159.0"
"41348.0","7150.0"
"41355.0","7151.0"
"41362.0","7151.0"
"41369.0","7181.0"
"41376.0","7208.0"
"41383.0","7326.0"
"41390.0","7312.0"
"41397.0","7369.0"
"41404.0","7321.0"
"41411.0","7258.0"
"41418.0","7292.0"
"41425.0","7300.0"
"41432.0","7224.0"
"41439.0","7129.0"
"41446.0","7261.0"
"41453.0","7267.0"
"41460.0","7401.0"
"41467.0","7490.0"
"41474.0","7555.0"
"41481.0","7542.0"
"41488.0","7560.0"
"41495.0","7571.0"
"41502.0","7518.0"
"41509.0","7609.0"
"41516.0","7621.0"
"41523.0","7745.0"
"41530.0","7827.0"
"41537.0","7777.0"
"41544.0","7784.0"
"41551.0","7809.0"
"41558.0","7428.0"
"41565.0","7896.0"
"41572.0","7853.0"
"41579.0","7858.0"
"41586.0","7981.0"
"41593.0","7974.0"
"41600.0","8019.0"
"41607.0","8011.0"
"41614.0","8075.0"
"41621.0","8058.0"
"41628.0","8111.0"
"41635.0","8121.0"
"41642.0","8145.0"
"41649.0","8159.0"
"41656.0","8052.0"
"41663.0","8044.0"
"41670.0","8044.0"
"41677.0","8132.0"
"41684.0","8148.0"
"41691.0","8059.0"
"41698.0","8077.0"
"41705.0","8182.0"
"41712.0","8215.0"
"41719.0","8190.0"
"41726.0","8192.0"
"41733.0","8229.0"
"41740.0","8301.0"
"41747.0","8360.0"
"41754.0","8352.0"
"41761.0","8350.0"
"41768.0","8428.0"
"41775.0","8434.0"
"41782.0","8472.0"
"41789.0","8383.0"
"41796.0","8460.0"
"41803.0","8477.0"
"41810.0","8446.0"
"41817.0","8442.0"
"41824.0","8514.0"
"41831.0","8592.0"
"41838.0","8565.0"
"41845.0","8443.0"
"41852.0","8453.0"
"41859.0","8556.0"
"41866.0","8577.0"
"41873.0","8631.0"
"41880.0","8630.0"
"41887.0","8590.0"
"41894.0","8838.0"
"41901.0","8867.0"
"41908.0","8837.0"
"41915.0","8875.0"
"41922.0","8951.0"
"41929.0","8934.0"
"41936.0","8970.0"
"41943.0","8972.0"
"41950.0","9063.0"
"41957.0","9004.0"
"41964.0","9077.0"
"41971.0","9083.0"
"41978.0","9118.0"
"41985.0","9137.0"
"41992.0","9127.0"
"41999.0","9121.0"
"42006.0","9132.0"
"42013.0","9192.0"
"42020.0","9186.0"
"42027.0","9213.0"
"42034.0","9177.0"
"42041.0","9226.0"
"42048.0","9280.0"
"42055.0","9285.0"
"42062.0","9324.0"
"42069.0","9366.0"
"42076.0","9419.0"
"42083.0","9422.0"
"42090.0","9386.0"
"42097.0","9404.0"
"42104.0","9384.0"
"42111.0","9366.0"
"42118.0","9373.0"
"42125.0","9369.0"
"42132.0","9374.0"
"42139.0","9262.0"
"42146.0","9566.0"
"42153.0","9586.0"
"42160.0","9610.0"
"42167.0","9589.0"
"42174.0","9604.0"
"42181.0","9595.0"
"42188.0","9604.0"
"42195.0","9562.0"
"42202.0","9558.0"
"42209.0","9413.0"
"42216.0","9465.0"
"42223.0","9395.0"
"42230.0","9348.0"
"42237.0","9337.0"
"42244.0","9218.0"
"42251.0","9135.0"
"42258.0","9117.0"
"42265.0","9136.0"
"42272.0","9096.0"
"42279.0","9172.0"
"42286.0","9096.0"
"42293.0","9096.0"
"42300.0","9112.0"
"42307.0","9160.0"
"42314.0","9185.0"
"42321.0","9182.0"
"42328.0","9165.0"
"42335.0","9202.0"
"42342.0","9164.0"
"42349.0","9176.0"
"42356.0","9179.0"
"42363.0","9202.0"
"42370.0","9219.0"
"42377.0","9227.0"
"42384.0","9235.0"
"42391.0","9221.0"
"42398.0","9214.0"
"42405.0","9186.0"
"42412.0","9135.0"
"42419.0","9102.0"
"42426.0","9077.0"
"42433.0","9078.0"
"42440.0","9068.0"
"42447.0","9038.0"
"42454.0","9022.0"
"42461.0","9008.0"
"42468.0","8977.0"
"42475.0","8953.0"
"42482.0","8938.0"
"42489.0","8825.0"
"42496.0","8802.0"
"42503.0","8791.0"
"42510.0","8767.0"
"42517.0","8735.0"
"42524.0","8745.0"
"42531.0","8716.0"
"42538.0","8677.0"
"42545.0","8622.0"
"42552.0","8428.0"
"42559.0","8485.0"
"42566.0","8494.0"
"42573.0","8515.0"
"42580.0","8460.0"
"42587.0","8445.0"
"42594.0","8597.0"
"42601.0","8548.0"
"42608.0","8488.0"
